D:\DL\IMG\center_2024_03_10_20_24_06_208.jpg, D:\DL\IMG\left_2024_03_10_20_24_06_208.jpg, D:\DL\IMG\right_2024_03_10_20_24_06_208.jpg, 0, 1, 0, 11.29715
D:\DL\IMG\center_2024_03_10_20_24_06_310.jpg, D:\DL\IMG\left_2024_03_10_20_24_06_310.jpg, D:\DL\IMG\right_2024_03_10_20_24_06_310.jpg, 0, 1, 0, 12.42916
D:\DL\IMG\center_2024_03_10_20_24_06_410.jpg, D:\DL\IMG\left_2024_03_10_20_24_06_410.jpg, D:\DL\IMG\right_2024_03_10_20_24_06_410.jpg, 0, 1, 0, 13.45477
D:\DL\IMG\center_2024_03_10_20_24_06_512.jpg, D:\DL\IMG\left_2024_03_10_20_24_06_512.jpg, D:\DL\IMG\right_2024_03_10_20_24_06_512.jpg, -0.1338222, 1, 0, 14.60164
D:\DL\IMG\center_2024_03_10_20_24_06_611.jpg, D:\DL\IMG\left_2024_03_10_20_24_06_611.jpg, D:\DL\IMG\right_2024_03_10_20_24_06_611.jpg, -0.4358574, 1, 0, 15.49216
D:\DL\IMG\center_2024_03_10_20_24_06_712.jpg, D:\DL\IMG\left_2024_03_10_20_24_06_712.jpg, D:\DL\IMG\right_2024_03_10_20_24_06_712.jpg, -0.3955781, 1, 0, 16.50744
D:\DL\IMG\center_2024_03_10_20_24_06_814.jpg, D:\DL\IMG\left_2024_03_10_20_24_06_814.jpg, D:\DL\IMG\right_2024_03_10_20_24_06_814.jpg, -0.4170765, 1, 0, 17.74102
D:\DL\IMG\center_2024_03_10_20_24_06_914.jpg, D:\DL\IMG\left_2024_03_10_20_24_06_914.jpg, D:\DL\IMG\right_2024_03_10_20_24_06_914.jpg, -0.6981971, 1, 0, 18.6379
D:\DL\IMG\center_2024_03_10_20_24_07_014.jpg, D:\DL\IMG\left_2024_03_10_20_24_07_014.jpg, D:\DL\IMG\right_2024_03_10_20_24_07_014.jpg, -0.3963824, 1, 0, 19.6181
D:\DL\IMG\center_2024_03_10_20_24_07_116.jpg, D:\DL\IMG\left_2024_03_10_20_24_07_116.jpg, D:\DL\IMG\right_2024_03_10_20_24_07_116.jpg, -0.5348705, 1, 0, 20.67392
D:\DL\IMG\center_2024_03_10_20_24_07_217.jpg, D:\DL\IMG\left_2024_03_10_20_24_07_217.jpg, D:\DL\IMG\right_2024_03_10_20_24_07_217.jpg, -0.341132, 1, 0, 21.61053
D:\DL\IMG\center_2024_03_10_20_24_07_319.jpg, D:\DL\IMG\left_2024_03_10_20_24_07_319.jpg, D:\DL\IMG\right_2024_03_10_20_24_07_319.jpg, -0.03678417, 1, 0, 22.64941
D:\DL\IMG\center_2024_03_10_20_24_07_421.jpg, D:\DL\IMG\left_2024_03_10_20_24_07_421.jpg, D:\DL\IMG\right_2024_03_10_20_24_07_421.jpg, 0.0119403, 1, 0, 23.5806
D:\DL\IMG\center_2024_03_10_20_24_07_524.jpg, D:\DL\IMG\left_2024_03_10_20_24_07_524.jpg, D:\DL\IMG\right_2024_03_10_20_24_07_524.jpg, 0.3060978, 1, 0, 24.49369
D:\DL\IMG\center_2024_03_10_20_24_07_627.jpg, D:\DL\IMG\left_2024_03_10_20_24_07_627.jpg, D:\DL\IMG\right_2024_03_10_20_24_07_627.jpg, 0.3392472, 0.8971822, 0, 25.29552
D:\DL\IMG\center_2024_03_10_20_24_07_733.jpg, D:\DL\IMG\left_2024_03_10_20_24_07_733.jpg, D:\DL\IMG\right_2024_03_10_20_24_07_733.jpg, 0.001208406, 1, 0, 26.39954
D:\DL\IMG\center_2024_03_10_20_24_07_838.jpg, D:\DL\IMG\left_2024_03_10_20_24_07_838.jpg, D:\DL\IMG\right_2024_03_10_20_24_07_838.jpg, -0.225828, 1, 0, 27.29023
D:\DL\IMG\center_2024_03_10_20_24_07_945.jpg, D:\DL\IMG\left_2024_03_10_20_24_07_945.jpg, D:\DL\IMG\right_2024_03_10_20_24_07_945.jpg, -0.5234121, 1, 0, 28.0238
D:\DL\IMG\center_2024_03_10_20_24_08_050.jpg, D:\DL\IMG\left_2024_03_10_20_24_08_050.jpg, D:\DL\IMG\right_2024_03_10_20_24_08_050.jpg, -0.5332003, 1, 0, 28.68904
D:\DL\IMG\center_2024_03_10_20_24_08_155.jpg, D:\DL\IMG\left_2024_03_10_20_24_08_155.jpg, D:\DL\IMG\right_2024_03_10_20_24_08_155.jpg, -0.1680304, 1, 0, 29.79827
D:\DL\IMG\center_2024_03_10_20_24_08_257.jpg, D:\DL\IMG\left_2024_03_10_20_24_08_257.jpg, D:\DL\IMG\right_2024_03_10_20_24_08_257.jpg, 0, 1, 0, 30.18772
D:\DL\IMG\center_2024_03_10_20_24_08_359.jpg, D:\DL\IMG\left_2024_03_10_20_24_08_359.jpg, D:\DL\IMG\right_2024_03_10_20_24_08_359.jpg, 0, 1, 0, 30.18979
D:\DL\IMG\center_2024_03_10_20_24_08_468.jpg, D:\DL\IMG\left_2024_03_10_20_24_08_468.jpg, D:\DL\IMG\right_2024_03_10_20_24_08_468.jpg, 0, 1, 0, 30.1903
D:\DL\IMG\center_2024_03_10_20_24_08_576.jpg, D:\DL\IMG\left_2024_03_10_20_24_08_576.jpg, D:\DL\IMG\right_2024_03_10_20_24_08_576.jpg, 0, 1, 0, 30.19027
D:\DL\IMG\center_2024_03_10_20_24_08_682.jpg, D:\DL\IMG\left_2024_03_10_20_24_08_682.jpg, D:\DL\IMG\right_2024_03_10_20_24_08_682.jpg, 0, 1, 0, 30.1903
D:\DL\IMG\center_2024_03_10_20_24_08_790.jpg, D:\DL\IMG\left_2024_03_10_20_24_08_790.jpg, D:\DL\IMG\right_2024_03_10_20_24_08_790.jpg, 0, 1, 0, 30.19029
D:\DL\IMG\center_2024_03_10_20_24_08_897.jpg, D:\DL\IMG\left_2024_03_10_20_24_08_897.jpg, D:\DL\IMG\right_2024_03_10_20_24_08_897.jpg, -0.2733723, 1, 0, 30.17379
D:\DL\IMG\center_2024_03_10_20_24_08_999.jpg, D:\DL\IMG\left_2024_03_10_20_24_08_999.jpg, D:\DL\IMG\right_2024_03_10_20_24_08_999.jpg, 0, 1, 0, 30.18923
D:\DL\IMG\center_2024_03_10_20_24_09_103.jpg, D:\DL\IMG\left_2024_03_10_20_24_09_103.jpg, D:\DL\IMG\right_2024_03_10_20_24_09_103.jpg, 0, 1, 0, 30.19018
D:\DL\IMG\center_2024_03_10_20_24_09_210.jpg, D:\DL\IMG\left_2024_03_10_20_24_09_210.jpg, D:\DL\IMG\right_2024_03_10_20_24_09_210.jpg, 0, 1, 0, 30.19028
D:\DL\IMG\center_2024_03_10_20_24_09_314.jpg, D:\DL\IMG\left_2024_03_10_20_24_09_314.jpg, D:\DL\IMG\right_2024_03_10_20_24_09_314.jpg, 0, 1, 0, 30.1903
D:\DL\IMG\center_2024_03_10_20_24_09_418.jpg, D:\DL\IMG\left_2024_03_10_20_24_09_418.jpg, D:\DL\IMG\right_2024_03_10_20_24_09_418.jpg, 0, 1, 0, 30.19028
D:\DL\IMG\center_2024_03_10_20_24_09_524.jpg, D:\DL\IMG\left_2024_03_10_20_24_09_524.jpg, D:\DL\IMG\right_2024_03_10_20_24_09_524.jpg, -0.1286649, 1, 0, 30.18577
D:\DL\IMG\center_2024_03_10_20_24_09_629.jpg, D:\DL\IMG\left_2024_03_10_20_24_09_629.jpg, D:\DL\IMG\right_2024_03_10_20_24_09_629.jpg, -0.4415769, 1, 0, 30.15048
D:\DL\IMG\center_2024_03_10_20_24_09_734.jpg, D:\DL\IMG\left_2024_03_10_20_24_09_734.jpg, D:\DL\IMG\right_2024_03_10_20_24_09_734.jpg, -0.1016832, 1, 0, 30.19184
D:\DL\IMG\center_2024_03_10_20_24_09_840.jpg, D:\DL\IMG\left_2024_03_10_20_24_09_840.jpg, D:\DL\IMG\right_2024_03_10_20_24_09_840.jpg, -0.4192176, 1, 0, 30.16603
D:\DL\IMG\center_2024_03_10_20_24_09_944.jpg, D:\DL\IMG\left_2024_03_10_20_24_09_944.jpg, D:\DL\IMG\right_2024_03_10_20_24_09_944.jpg, -0.1283766, 1, 0, 30.19279
D:\DL\IMG\center_2024_03_10_20_24_10_053.jpg, D:\DL\IMG\left_2024_03_10_20_24_10_053.jpg, D:\DL\IMG\right_2024_03_10_20_24_10_053.jpg, 0, 1, 0, 30.18955
D:\DL\IMG\center_2024_03_10_20_24_10_159.jpg, D:\DL\IMG\left_2024_03_10_20_24_10_159.jpg, D:\DL\IMG\right_2024_03_10_20_24_10_159.jpg, 0, 1, 0, 30.18934
D:\DL\IMG\center_2024_03_10_20_24_10_265.jpg, D:\DL\IMG\left_2024_03_10_20_24_10_265.jpg, D:\DL\IMG\right_2024_03_10_20_24_10_265.jpg, 0, 1, 0, 30.19003
D:\DL\IMG\center_2024_03_10_20_24_10_371.jpg, D:\DL\IMG\left_2024_03_10_20_24_10_371.jpg, D:\DL\IMG\right_2024_03_10_20_24_10_371.jpg, 0, 1, 0, 30.18995
D:\DL\IMG\center_2024_03_10_20_24_10_477.jpg, D:\DL\IMG\left_2024_03_10_20_24_10_477.jpg, D:\DL\IMG\right_2024_03_10_20_24_10_477.jpg, 0, 1, 0, 30.19044
D:\DL\IMG\center_2024_03_10_20_24_10_581.jpg, D:\DL\IMG\left_2024_03_10_20_24_10_581.jpg, D:\DL\IMG\right_2024_03_10_20_24_10_581.jpg, 0, 1, 0, 30.19022
D:\DL\IMG\center_2024_03_10_20_24_10_685.jpg, D:\DL\IMG\left_2024_03_10_20_24_10_685.jpg, D:\DL\IMG\right_2024_03_10_20_24_10_685.jpg, 0, 1, 0, 30.19098
D:\DL\IMG\center_2024_03_10_20_24_10_789.jpg, D:\DL\IMG\left_2024_03_10_20_24_10_789.jpg, D:\DL\IMG\right_2024_03_10_20_24_10_789.jpg, 0, 1, 0, 30.19044
D:\DL\IMG\center_2024_03_10_20_24_10_895.jpg, D:\DL\IMG\left_2024_03_10_20_24_10_895.jpg, D:\DL\IMG\right_2024_03_10_20_24_10_895.jpg, 0, 1, 0, 30.19036
D:\DL\IMG\center_2024_03_10_20_24_10_999.jpg, D:\DL\IMG\left_2024_03_10_20_24_10_999.jpg, D:\DL\IMG\right_2024_03_10_20_24_10_999.jpg, 0, 1, 0, 30.19039
D:\DL\IMG\center_2024_03_10_20_24_11_101.jpg, D:\DL\IMG\left_2024_03_10_20_24_11_101.jpg, D:\DL\IMG\right_2024_03_10_20_24_11_101.jpg, 0, 1, 0, 30.19042
D:\DL\IMG\center_2024_03_10_20_24_11_208.jpg, D:\DL\IMG\left_2024_03_10_20_24_11_208.jpg, D:\DL\IMG\right_2024_03_10_20_24_11_208.jpg, -0.0798384, 1, 0, 30.1887
D:\DL\IMG\center_2024_03_10_20_24_11_315.jpg, D:\DL\IMG\left_2024_03_10_20_24_11_315.jpg, D:\DL\IMG\right_2024_03_10_20_24_11_315.jpg, -0.3615057, 1, 0, 30.16319
D:\DL\IMG\center_2024_03_10_20_24_11_418.jpg, D:\DL\IMG\left_2024_03_10_20_24_11_418.jpg, D:\DL\IMG\right_2024_03_10_20_24_11_418.jpg, -0.04902391, 1, 0, 30.19073
D:\DL\IMG\center_2024_03_10_20_24_11_523.jpg, D:\DL\IMG\left_2024_03_10_20_24_11_523.jpg, D:\DL\IMG\right_2024_03_10_20_24_11_523.jpg, 0, 1, 0, 30.19078
D:\DL\IMG\center_2024_03_10_20_24_11_631.jpg, D:\DL\IMG\left_2024_03_10_20_24_11_631.jpg, D:\DL\IMG\right_2024_03_10_20_24_11_631.jpg, 0, 1, 0, 30.19035
D:\DL\IMG\center_2024_03_10_20_24_11_735.jpg, D:\DL\IMG\left_2024_03_10_20_24_11_735.jpg, D:\DL\IMG\right_2024_03_10_20_24_11_735.jpg, 0, 1, 0, 30.18997
D:\DL\IMG\center_2024_03_10_20_24_11_839.jpg, D:\DL\IMG\left_2024_03_10_20_24_11_839.jpg, D:\DL\IMG\right_2024_03_10_20_24_11_839.jpg, 0, 1, 0, 30.19024
D:\DL\IMG\center_2024_03_10_20_24_11_945.jpg, D:\DL\IMG\left_2024_03_10_20_24_11_945.jpg, D:\DL\IMG\right_2024_03_10_20_24_11_945.jpg, -0.2971296, 1, 0, 30.16813
D:\DL\IMG\center_2024_03_10_20_24_12_048.jpg, D:\DL\IMG\left_2024_03_10_20_24_12_048.jpg, D:\DL\IMG\right_2024_03_10_20_24_12_048.jpg, -0.225084, 1, 0, 30.18817
D:\DL\IMG\center_2024_03_10_20_24_12_156.jpg, D:\DL\IMG\left_2024_03_10_20_24_12_156.jpg, D:\DL\IMG\right_2024_03_10_20_24_12_156.jpg, 0, 1, 0, 30.18907
D:\DL\IMG\center_2024_03_10_20_24_12_257.jpg, D:\DL\IMG\left_2024_03_10_20_24_12_257.jpg, D:\DL\IMG\right_2024_03_10_20_24_12_257.jpg, 0, 1, 0, 30.19025
D:\DL\IMG\center_2024_03_10_20_24_12_358.jpg, D:\DL\IMG\left_2024_03_10_20_24_12_358.jpg, D:\DL\IMG\right_2024_03_10_20_24_12_358.jpg, 0, 1, 0, 30.19028
D:\DL\IMG\center_2024_03_10_20_24_12_464.jpg, D:\DL\IMG\left_2024_03_10_20_24_12_464.jpg, D:\DL\IMG\right_2024_03_10_20_24_12_464.jpg, 0, 1, 0, 30.19059
D:\DL\IMG\center_2024_03_10_20_24_12_564.jpg, D:\DL\IMG\left_2024_03_10_20_24_12_564.jpg, D:\DL\IMG\right_2024_03_10_20_24_12_564.jpg, 0, 1, 0, 30.19031
D:\DL\IMG\center_2024_03_10_20_24_12_666.jpg, D:\DL\IMG\left_2024_03_10_20_24_12_666.jpg, D:\DL\IMG\right_2024_03_10_20_24_12_666.jpg, 0, 1, 0, 30.19029
D:\DL\IMG\center_2024_03_10_20_24_12_767.jpg, D:\DL\IMG\left_2024_03_10_20_24_12_767.jpg, D:\DL\IMG\right_2024_03_10_20_24_12_767.jpg, 0, 1, 0, 30.19029
D:\DL\IMG\center_2024_03_10_20_24_12_868.jpg, D:\DL\IMG\left_2024_03_10_20_24_12_868.jpg, D:\DL\IMG\right_2024_03_10_20_24_12_868.jpg, -0.04140539, 1, 0, 30.18987
D:\DL\IMG\center_2024_03_10_20_24_12_967.jpg, D:\DL\IMG\left_2024_03_10_20_24_12_967.jpg, D:\DL\IMG\right_2024_03_10_20_24_12_967.jpg, -0.2543902, 1, 0, 30.17591
D:\DL\IMG\center_2024_03_10_20_24_13_071.jpg, D:\DL\IMG\left_2024_03_10_20_24_13_071.jpg, D:\DL\IMG\right_2024_03_10_20_24_13_071.jpg, 0, 1, 0, 30.18885
D:\DL\IMG\center_2024_03_10_20_24_13_175.jpg, D:\DL\IMG\left_2024_03_10_20_24_13_175.jpg, D:\DL\IMG\right_2024_03_10_20_24_13_175.jpg, 0, 1, 0, 30.19025
D:\DL\IMG\center_2024_03_10_20_24_13_281.jpg, D:\DL\IMG\left_2024_03_10_20_24_13_281.jpg, D:\DL\IMG\right_2024_03_10_20_24_13_281.jpg, 0, 1, 0, 30.19029
D:\DL\IMG\center_2024_03_10_20_24_13_384.jpg, D:\DL\IMG\left_2024_03_10_20_24_13_384.jpg, D:\DL\IMG\right_2024_03_10_20_24_13_384.jpg, -0.0644637, 1, 0, 30.18948
D:\DL\IMG\center_2024_03_10_20_24_13_487.jpg, D:\DL\IMG\left_2024_03_10_20_24_13_487.jpg, D:\DL\IMG\right_2024_03_10_20_24_13_487.jpg, -0.2653752, 1, 0, 30.17459
D:\DL\IMG\center_2024_03_10_20_24_13_590.jpg, D:\DL\IMG\left_2024_03_10_20_24_13_590.jpg, D:\DL\IMG\right_2024_03_10_20_24_13_590.jpg, 0, 1, 0, 30.18896
D:\DL\IMG\center_2024_03_10_20_24_13_691.jpg, D:\DL\IMG\left_2024_03_10_20_24_13_691.jpg, D:\DL\IMG\right_2024_03_10_20_24_13_691.jpg, 0, 1, 0, 30.1901
D:\DL\IMG\center_2024_03_10_20_24_13_796.jpg, D:\DL\IMG\left_2024_03_10_20_24_13_796.jpg, D:\DL\IMG\right_2024_03_10_20_24_13_796.jpg, -0.1679334, 1, 0, 30.18395
D:\DL\IMG\center_2024_03_10_20_24_13_901.jpg, D:\DL\IMG\left_2024_03_10_20_24_13_901.jpg, D:\DL\IMG\right_2024_03_10_20_24_13_901.jpg, -0.2461782, 1, 0, 30.18369
D:\DL\IMG\center_2024_03_10_20_24_14_004.jpg, D:\DL\IMG\left_2024_03_10_20_24_14_004.jpg, D:\DL\IMG\right_2024_03_10_20_24_14_004.jpg, 0, 1, 0, 30.18816
D:\DL\IMG\center_2024_03_10_20_24_14_109.jpg, D:\DL\IMG\left_2024_03_10_20_24_14_109.jpg, D:\DL\IMG\right_2024_03_10_20_24_14_109.jpg, 0, 1, 0, 30.1901
D:\DL\IMG\center_2024_03_10_20_24_14_211.jpg, D:\DL\IMG\left_2024_03_10_20_24_14_211.jpg, D:\DL\IMG\right_2024_03_10_20_24_14_211.jpg, 0, 1, 0, 30.19032
D:\DL\IMG\center_2024_03_10_20_24_14_312.jpg, D:\DL\IMG\left_2024_03_10_20_24_14_312.jpg, D:\DL\IMG\right_2024_03_10_20_24_14_312.jpg, 0, 1, 0, 30.19038
D:\DL\IMG\center_2024_03_10_20_24_14_418.jpg, D:\DL\IMG\left_2024_03_10_20_24_14_418.jpg, D:\DL\IMG\right_2024_03_10_20_24_14_418.jpg, 0, 1, 0, 30.19029
D:\DL\IMG\center_2024_03_10_20_24_14_520.jpg, D:\DL\IMG\left_2024_03_10_20_24_14_520.jpg, D:\DL\IMG\right_2024_03_10_20_24_14_520.jpg, -0.2856573, 1, 0, 30.17014
D:\DL\IMG\center_2024_03_10_20_24_14_621.jpg, D:\DL\IMG\left_2024_03_10_20_24_14_621.jpg, D:\DL\IMG\right_2024_03_10_20_24_14_621.jpg, -0.2607054, 1, 0, 30.18624
D:\DL\IMG\center_2024_03_10_20_24_14_724.jpg, D:\DL\IMG\left_2024_03_10_20_24_14_724.jpg, D:\DL\IMG\right_2024_03_10_20_24_14_724.jpg, 0, 1, 0, 30.18741
D:\DL\IMG\center_2024_03_10_20_24_14_826.jpg, D:\DL\IMG\left_2024_03_10_20_24_14_826.jpg, D:\DL\IMG\right_2024_03_10_20_24_14_826.jpg, 0, 1, 0, 30.18994
D:\DL\IMG\center_2024_03_10_20_24_14_930.jpg, D:\DL\IMG\left_2024_03_10_20_24_14_930.jpg, D:\DL\IMG\right_2024_03_10_20_24_14_930.jpg, 0, 1, 0, 30.19028
D:\DL\IMG\center_2024_03_10_20_24_15_034.jpg, D:\DL\IMG\left_2024_03_10_20_24_15_034.jpg, D:\DL\IMG\right_2024_03_10_20_24_15_034.jpg, 0, 1, 0, 30.19029
D:\DL\IMG\center_2024_03_10_20_24_15_139.jpg, D:\DL\IMG\left_2024_03_10_20_24_15_139.jpg, D:\DL\IMG\right_2024_03_10_20_24_15_139.jpg, 0, 1, 0, 30.1907
D:\DL\IMG\center_2024_03_10_20_24_15_242.jpg, D:\DL\IMG\left_2024_03_10_20_24_15_242.jpg, D:\DL\IMG\right_2024_03_10_20_24_15_242.jpg, -0.2846733, 1, 0, 30.17068
D:\DL\IMG\center_2024_03_10_20_24_15_345.jpg, D:\DL\IMG\left_2024_03_10_20_24_15_345.jpg, D:\DL\IMG\right_2024_03_10_20_24_15_345.jpg, -0.02378192, 1, 0, 30.19028
D:\DL\IMG\center_2024_03_10_20_24_15_449.jpg, D:\DL\IMG\left_2024_03_10_20_24_15_449.jpg, D:\DL\IMG\right_2024_03_10_20_24_15_449.jpg, 0, 1, 0, 30.19005
D:\DL\IMG\center_2024_03_10_20_24_15_552.jpg, D:\DL\IMG\left_2024_03_10_20_24_15_552.jpg, D:\DL\IMG\right_2024_03_10_20_24_15_552.jpg, 0, 1, 0, 30.19025
D:\DL\IMG\center_2024_03_10_20_24_15_655.jpg, D:\DL\IMG\left_2024_03_10_20_24_15_655.jpg, D:\DL\IMG\right_2024_03_10_20_24_15_655.jpg, 0, 1, 0, 30.19031
D:\DL\IMG\center_2024_03_10_20_24_15_756.jpg, D:\DL\IMG\left_2024_03_10_20_24_15_756.jpg, D:\DL\IMG\right_2024_03_10_20_24_15_756.jpg, 0, 1, 0, 30.19031
D:\DL\IMG\center_2024_03_10_20_24_15_858.jpg, D:\DL\IMG\left_2024_03_10_20_24_15_858.jpg, D:\DL\IMG\right_2024_03_10_20_24_15_858.jpg, 0, 1, 0, 30.19032
D:\DL\IMG\center_2024_03_10_20_24_15_960.jpg, D:\DL\IMG\left_2024_03_10_20_24_15_960.jpg, D:\DL\IMG\right_2024_03_10_20_24_15_960.jpg, 0, 1, 0, 30.19029
D:\DL\IMG\center_2024_03_10_20_24_16_059.jpg, D:\DL\IMG\left_2024_03_10_20_24_16_059.jpg, D:\DL\IMG\right_2024_03_10_20_24_16_059.jpg, 0, 1, 0, 30.19029
D:\DL\IMG\center_2024_03_10_20_24_16_160.jpg, D:\DL\IMG\left_2024_03_10_20_24_16_160.jpg, D:\DL\IMG\right_2024_03_10_20_24_16_160.jpg, 0, 1, 0, 30.19029
D:\DL\IMG\center_2024_03_10_20_24_16_262.jpg, D:\DL\IMG\left_2024_03_10_20_24_16_262.jpg, D:\DL\IMG\right_2024_03_10_20_24_16_262.jpg, 0, 1, 0, 30.19024
D:\DL\IMG\center_2024_03_10_20_24_16_364.jpg, D:\DL\IMG\left_2024_03_10_20_24_16_364.jpg, D:\DL\IMG\right_2024_03_10_20_24_16_364.jpg, -0.2787453, 1, 0, 30.17053
D:\DL\IMG\center_2024_03_10_20_24_16_467.jpg, D:\DL\IMG\left_2024_03_10_20_24_16_467.jpg, D:\DL\IMG\right_2024_03_10_20_24_16_467.jpg, -0.01684106, 1, 0, 30.19012
D:\DL\IMG\center_2024_03_10_20_24_16_571.jpg, D:\DL\IMG\left_2024_03_10_20_24_16_571.jpg, D:\DL\IMG\right_2024_03_10_20_24_16_571.jpg, 0, 1, 0, 30.19002
D:\DL\IMG\center_2024_03_10_20_24_16_677.jpg, D:\DL\IMG\left_2024_03_10_20_24_16_677.jpg, D:\DL\IMG\right_2024_03_10_20_24_16_677.jpg, 0, 1, 0, 30.19027
D:\DL\IMG\center_2024_03_10_20_24_16_780.jpg, D:\DL\IMG\left_2024_03_10_20_24_16_780.jpg, D:\DL\IMG\right_2024_03_10_20_24_16_780.jpg, 0, 1, 0, 30.1903
